0, -1, 0, 0, 0
0.01, -0.999851, 0.0297631, -0.000119249, -0.0238074
0.02, -0.999406, 0.0592193, -0.000475267, -0.0473505
0.03, -0.998668, 0.0883667, -0.00106531, -0.0706096
0.04, -0.997639, 0.117204, -0.00188645, -0.093565
0.05, -0.996325, 0.145729, -0.00293554, -0.116198
0.06, -0.994726, 0.173942, -0.00420926, -0.138489
0.07, -0.992847, 0.20184, -0.00570412, -0.16042
0.08, -0.99069, 0.229423, -0.00741641, -0.181974
0.09, -0.988259, 0.256689, -0.00934227, -0.203132
0.1, -0.985557, 0.283639, -0.0114777, -0.223877
0.11, -0.982588, 0.31027, -0.0138184, -0.244193
0.12, -0.979353, 0.336584, -0.01636, -0.264064
0.13, -0.975857, 0.362578, -0.0190981, -0.283473
0.14, -0.972103, 0.388252, -0.0220279, -0.302406
0.15, -0.968093, 0.413608, -0.0251446, -0.320848
0.16, -0.963832, 0.438643, -0.0284432, -0.338784
0.17, -0.959321, 0.463359, -0.0319186, -0.356201
0.18, -0.954565, 0.487756, -0.0355654, -0.373086
0.19, -0.949567, 0.511833, -0.0393785, -0.389426
0.2, -0.94433, 0.535591, -0.0433521, -0.405208
0.21, -0.938856, 0.559031, -0.0474807, -0.420423
0.22, -0.93315, 0.582154, -0.0517586, -0.435058
0.23, -0.927214, 0.60496, -0.0561799, -0.449104
0.24, -0.921052, 0.62745, -0.0607387, -0.46255
0.25, -0.914666, 0.649626, -0.0654289, -0.475388
0.26, -0.908061, 0.671488, -0.0702444, -0.487609
0.27, -0.901238, 0.693039, -0.075179, -0.499206
0.28, -0.894201, 0.714279, -0.0802264, -0.51017
0.29, -0.886953, 0.735211, -0.0853803, -0.520496
0.3, -0.879498, 0.755836, -0.0906342, -0.530178
0.31, -0.871837, 0.776157, -0.0959817, -0.539209
0.32, -0.863976, 0.796176, -0.101416, -0.547586
0.33, -0.855915, 0.815894, -0.106931, -0.555305
0.34, -0.847659, 0.835316, -0.11252, -0.562361
0.35, -0.83921, 0.854442, -0.118176, -0.568752
0.36, -0.830571, 0.873277, -0.123893, -0.574476
0.37, -0.821745, 0.891824, -0.129663, -0.579531
0.38, -0.812735, 0.910084, -0.135481, -0.583917
0.39, -0.803544, 0.928063, -0.14134, -0.587632
0.4, -0.794175, 0.945763, -0.147232, -0.590678
0.41, -0.78463, 0.963187, -0.153151, -0.593055
0.42, -0.774912, 0.980341, -0.159091, -0.594765
0.43, -0.765024, 0.997226, -0.165044, -0.595809
0.44, -0.754968, 1.01385, -0.171005, -0.596191
0.45, -0.744748, 1.03021, -0.176966, -0.595914
0.46, -0.734365, 1.04632, -0.182921, -0.594981
0.47, -0.723822, 1.06218, -0.188863, -0.593398
0.48, -0.713122, 1.07779, -0.194786, -0.591168
0.49, -0.702267, 1.09316, -0.200684, -0.588298
0.5, -0.69126, 1.10829, -0.20655, -0.584793
0.51, -0.680102, 1.12319, -0.212378, -0.580661
0.52, -0.668797, 1.13786, -0.218161, -0.575907
0.53, -0.657346, 1.15231, -0.223894, -0.570541
0.54, -0.645752, 1.16654, -0.22957, -0.564569
0.55, -0.634016, 1.18056, -0.235184, -0.558001
0.56, -0.622141, 1.19437, -0.240728, -0.550845
0.57, -0.610129, 1.20798, -0.246199, -0.543111
0.58, -0.597982, 1.22139, -0.251589, -0.534809
0.59, -0.585702, 1.2346, -0.256893, -0.525949
0.6, -0.573291, 1.24763, -0.262106, -0.516542
0.61, -0.56075, 1.26048, -0.267222, -0.506599
0.62, -0.548082, 1.27315, -0.272236, -0.496132
0.63, -0.535288, 1.28564, -0.277143, -0.485151
0.64, -0.522369, 1.29797, -0.281937, -0.47367
0.65, -0.509329, 1.31013, -0.286615, -0.461702
0.66, -0.496167, 1.32214, -0.29117, -0.449258
0.67, -0.482887, 1.33399, -0.295598, -0.436352
0.68, -0.469488, 1.34569, -0.299895, -0.422998
0.69, -0.455973, 1.35725, -0.304057, -0.40921
0.7, -0.442344, 1.36867, -0.308078, -0.395
0.71, -0.4286, 1.37995, -0.311955, -0.380385
0.72, -0.414745, 1.39111, -0.315685, -0.365377
0.73, -0.400779, 1.40213, -0.319262, -0.349993
0.74, -0.386703, 1.41304, -0.322683, -0.334246
0.75, -0.372518, 1.42382, -0.325945, -0.318152
0.76, -0.358227, 1.43449, -0.329045, -0.301727
0.77, -0.343829, 1.44505, -0.331979, -0.284985
0.78, -0.329326, 1.45551, -0.334744, -0.267944
0.79, -0.314719, 1.46586, -0.337337, -0.250617
0.8, -0.300009, 1.47611, -0.339755, -0.233022
0.81, -0.285197, 1.48627, -0.341996, -0.215174
0.82, -0.270284, 1.49633, -0.344058, -0.19709
0.83, -0.255271, 1.50631, -0.345938, -0.178785
0.84, -0.240158, 1.5162, -0.347633, -0.160277
0.85, -0.224947, 1.52601, -0.349142, -0.141582
0.86, -0.209638, 1.53574, -0.350464, -0.122716
0.87, -0.194233, 1.54539, -0.351596, -0.103696
0.88, -0.178731, 1.55496, -0.352538, -0.0845386
0.89, -0.163133, 1.56447, -0.353287, -0.0652606
0.9, -0.147442, 1.57391, -0.353842, -0.0458787
0.91, -0.131656, 1.58328, -0.354204, -0.0264096
0.92, -0.115776, 1.59259, -0.35437, -0.00687016
0.93, -0.0998038, 1.60184, -0.354341, 0.012723
0.94, -0.0837394, 1.61104, -0.354116, 0.0323529
0.95, -0.0675833, 1.62017, -0.353694, 0.052003
0.96, -0.0513361, 1.62925, -0.353076, 0.0716565
0.97, -0.0349984, 1.63829, -0.352261, 0.0912966
0.98, -0.0185706, 1.64727, -0.35125, 0.110907
0.99, -0.00205319, 1.6562, -0.350043, 0.130471
1, 0.0145533, 1.66509, -0.348641, 0.149971
1.01, 0.0312485, 1.67394, -0.347044, 0.169392
1.02, 0.048032, 1.68275, -0.345253, 0.188718
1.03, 0.0649034, 1.69152, -0.34327, 0.207931
